Image_name,Paragraph,train,test,val
ktm_64,This is the photo of Chasin Dega temple in Patan Durbar Square. The temple has multiple tires and is decorated. The temple has pagoda style roof. The temple is surrounded by buildings and some trees. Some men are walking around it.,TRUE,FALSE,FALSE
ktm_65,"This is a photo of a traditional Nepali temple window with intricate wood carvings. The window is made of wood and has intricate carvings. The window is divided into three sections, each with a different design. The window is set in a brick wall.",TRUE,FALSE,FALSE
ktm_66,This is a photo of a traditional Nepali temple with a tiered roof and intricate woodwork. The temple is made of brick and wood . It has a large courtyard in front of it and is surrounded by other buildings and people.,TRUE,FALSE,FALSE
ktm_67,This is a photo of a traditional Nepali temple with a multi-tiered roof and ornate decorations. The temple has a red and gold color scheme and the roof is made up of multiple tiers with a blue and gold finial on top. The temple is surrounded by other buildings with similar architecture. The sky is visible in the background. ,TRUE,FALSE,FALSE
ktm_68,"This is a photo of a busy square in Nepal with a temple and flag in the background. The square is filled with people walking around and standing. In the background, there is a temple with a red roof and a flag with a red and white design. The sky is blue and the buildings surrounding the square are multi-storied. The photo was taken during the day.",TRUE,FALSE,FALSE
ktm_69,This is a panoramic photo of a temple complex in Nepal. The photo shows multiple temples and shrines with traditional Nepali architecture. The temples have tiered roofs and are decorated with gold and red colors. The sky is blue with white clouds and there are people and vendors visible in the foreground.,TRUE,FALSE,FALSE
ktm_70,This is a photo-realistic image of a traditional Nepali temple with a blue sky in the background. The temple is made of red brick and has intricate wood carvings. The temple has a pointed roof with a small spire on top. The background is a blue sky with white clouds.,TRUE,FALSE,FALSE
ktm_71,This is a photo of a temple complex in Nepal. The background consists of a white temple with a golden roof. The foreground consists of a long building with wooden supports. The building in the foreground is white with red and gold accents. There are people walking in the foreground.,TRUE,FALSE,FALSE
ktm_72,This is a photo of a white building with columns and arches. There are people and carts in front of the building. The carts are decorated with orange fabric and have large wooden wheels. The sky is blue and there is a streetlamp on the left side of the photo.,TRUE,FALSE,FALSE
ktm_73,This is a photo of a traditional Nepali building with a golden temple gate in the foreground. The building is white with a red roof and wooden shutters. The gate is ornate and golden in color. The gate is flanked by two golden lions. The sky is blue and there are a few clouds in the sky. The building is supported by wooden beams.,TRUE,FALSE,FALSE
ktm_74,"This is a photo of a large, colorful statue of a deity in a temple in Nepal. The statue is of a deity with a red face, golden headdress, and large open mouth. The deity is surrounded by orange and yellow garlands. The temple is made of red brick and has intricate carvings. A woman in a red sari is praying in front of the statue.",TRUE,FALSE,FALSE
ktm_75, The statue is colorful and depicts the deity with multiple arms and a fierce expression. The temple is made of brick and has multiple spires. There are people walking around the temple and taking photos.,TRUE,FALSE,FALSE
ktm_76,"This is a photo of a large statue of a deity in a temple in Nepal. The statue is decorated with gold and red, and has multiple arms and faces. The temple is made of bricks and has a wooden door. Strings of orange lights adorn the temple. A person can be seen kneeling in front of the statue in the bottom right corner of the photo.",TRUE,FALSE,FALSE
ktm_77,This is a photo of a temple in Nepal. The temple is a multi-tiered pagoda style with a golden spire on top. The temple is made of wood and brick and is painted red and gold. There are people walking around the temple. The sky is blue with white clouds.,TRUE,FALSE,FALSE
ktm_78,This is a photo of a temple complex in Nepal. The complex is made up of several buildings and temples with intricate designs and architecture. The buildings are made of brick and wood with traditional Nepali designs. The temple in the center of the photo has a tall spire with intricate carvings. The sky is blue and there are people walking around the complex.,TRUE,FALSE,FALSE
ktm_79,"This is an image of a statue of the Hindu deity Ganesha, decorated with orange and yellow flowers. The statue is made of stone and is lit by a small oil lamp on the right side of the image. The background is a dark room with a stone wall.",TRUE,FALSE,FALSE
ktm_80,"This is an image of a traditional Nepali incense burner in a temple. The incense burner is made of brass and is in the shape of a pig. It is covered in offerings such as flowers, rice, and vermilion powder. The background consists of a wooden fence and smoke from the burning incense.",TRUE,FALSE,FALSE
ktm_81,This is a photo of a pigeon perched on top of a temple decoration in Nepal. The temple decoration is a black metal sculpture of a multi-tiered pagoda with intricate details. The pigeon is perched on the topmost tier of the pagoda. The background is a red brick wall with more temple decorations.,TRUE,FALSE,FALSE
ktm_82,"This is a photo of a temple complex in Nepal. The photo is taken from a low angle, looking up at the temple and the pillar. The temple is made of brick and has a multi-tiered roof. The pillar is tall and has a statue on top. The sky is blue with white clouds.",TRUE,FALSE,FALSE
ktm_83,This is a photo of a damaged building with rubble in front of it. The building is white and has a balcony. The roof is missing and there are holes in the walls. The rubble is made up of bricks and other building materials. The sky is visible in the background and there are a few birds flying in the sky.,TRUE,FALSE,FALSE
ktm_84,This is a photo of a temple complex in Nepal. The photo shows several traditional Nepali temples and buildings with people walking around. The buildings are made of brick and wood with intricate carvings and decorations. The photo was taken during the day with clear blue skies.,TRUE,FALSE,FALSE
ktm_85,This is a photo of a temple in Nepal. The temple is made of red brick and has intricate gold details. The temple is surrounded by statues and other decorations. The temple has a large golden archway at the entrance and a small white window on the second floor. ,TRUE,FALSE,FALSE
ktm_86,This is a photo of a busy street in Nepal with a temple in the background. The temple is a red brick building with a sloping roof and a small tower on top. The street is lined with shops and houses. People are walking on the street and there are a few umbrellas. The sky is blue and there are a few clouds.,TRUE,FALSE,FALSE
ktm_87,This is a photo of a white building with columns and a dome. The building has a classical architectural style. The building is surrounded by construction. The sky is cloudy. There is a person walking in front of the building.,TRUE,FALSE,FALSE
ktm_88,This is a photo of a temple complex in Nepal. The temple has multiple levels and is decorated with colorful flags. People can be seen walking around the temple and admiring its beauty. The temple is made of brick and wood and has a traditional Nepali architectural style. The sky is blue and the photo was taken during the day.,TRUE,FALSE,FALSE
ktm_89,This is a photo of a white building with columns and arches. The building has a classical architectural style. People are walking in front of the building. There is a blue sky in the background. The building appears to be a public or government building.,TRUE,FALSE,FALSE
ktm_90,"This is a photo of a white building with columns and a pediment at night. In the foreground, there is a red banner that partially obstructs the view of the building. The banner is not legible from the image. In the background, there is a full moon that is partially obscured by clouds. The photo is taken from a low angle and there are people and vehicles in the foreground, but they are blurred and not the focus of the photo.",TRUE,FALSE,FALSE
ktm_91,This is a photo of a temple complex in Nepal with people walking around and sitting on benches. The temple complex consists of multiple temples with traditional Nepali architecture. The temples have multiple tiers and are made of brick and wood. People are walking around and sitting on benches in the temple complex. The sky is overcast and the photo is taken during the day.,TRUE,FALSE,FALSE
ktm_92,This is a black and white photo of a cityscape with traditional architecture and a temple in the background. The photo appears to be taken from a high vantage point. The buildings in the foreground have sloping roofs and are closely packed together. The temple in the background has a multi-tiered roof and is the tallest structure in the photo. The background consists of mountains and a clear sky.,TRUE,FALSE,FALSE
ktm_93,This is a photo of a temple complex in Nepal with people walking around and vehicles parked nearby. The temple complex has multiple buildings with traditional Nepali architecture. The buildings have sloping roofs with intricate woodwork. The temple complex is surrounded by other buildings and houses.,TRUE,FALSE,FALSE
ktm_94,This is a panoramic photo of a white temple with columns in a busy city square. The temple is a large white building with many columns and a triangular pediment. The temple is surrounded by a green fence and construction scaffolding. The square is busy with people and vehicles. The sky is blue with white clouds.,TRUE,FALSE,FALSE
ktm_95,"This is a photo of a temple complex in Nepal with multiple pagoda style temples and other buildings. The buildings are made of brick and wood with intricate carvings. The sky is blue and the photo is taken during the day. There are people visible in the photo, but their faces are blurred.",TRUE,FALSE,FALSE
ktm_96,This is a photo of the top of a temple in Nepal with a clear blue sky in the background. The temple has a multi-tiered roof made of wood with intricate carvings and a golden finial on top. ,TRUE,FALSE,FALSE
ktm_97,"This is a photo of a white neoclassical building with columns and a pediment. The building has a total of 8 columns, 4 on the left and 4 on the right. The pediment is decorated with a frieze and dentils. The building has a blue door and windows with white shutters. The photo is taken from a low angle, looking up at the building. The sky is blue and there are power lines in the foreground",TRUE,FALSE,FALSE
ktm_98,"This is a photo of a large, colorful, and ornate mask of a deity with a sword in its mouth. The mask is decorated with flowers, jewels, and other adornments. The mask is predominantly red, gold, and blue in color. The image can be used to train a machine learning model to recognize and classify ornate masks of deities with swords in their mouths.",TRUE,FALSE,FALSE
ktm_99,"This is an image of a temple under construction with scaffolding around it. The temple is made of stone and has multiple levels. The temple has a golden dome on top. In the foreground, there is a stone pillar with a bird on top.",TRUE,FALSE,FALSE
ktm_100,This is a photo of a large white colonial style building with a large courtyard in front. The building has a large portico with columns and a pediment. The building has a series of arched windows on the first floor and rectangular windows on the second floor. The courtyard is filled with people and vendors. The sky is blue and there are clouds in the background. ,TRUE,FALSE,FALSE
ktm_101, a photo of a white building with columns and people walking in front of it . The building has a neoclassical architectural style with a pediment and columns . It is two stories tall and has a flat roof . The people are walking on a brick sidewalk in front of the building . The sky is blue and there are a few clouds in the sky .,TRUE,FALSE,FALSE
ktm_102,This is a panoramic photo of a temple complex in Nepal with pigeons in the foreground. The temple complex consists of multiple temples with tiered roofs and intricate woodwork. The temples are made of brick and wood and are painted in red and gold. The foreground consists of a large number of pigeons. The background consists of a clear blue sky. ,TRUE,FALSE,FALSE
ktm_103,"This is a photo of a busy street in Kathmandu, Nepal. The photo shows traditional Nepali architecture with wooden buildings and temples. People are walking on the street and sitting on the steps. There are vendors selling goods on the street. The photo is taken from a high angle, looking down on the street.",TRUE,FALSE,FALSE
ktm_104,This is a photo of a temple in Nepal with two pagoda style structures and a lamp post in the foreground. The temple has two pagoda style structures with multiple tiers and a red roof. The structures are made of brick and have intricate details. There is a lamp post in the foreground. The sky is blue with white clouds.,TRUE,FALSE,FALSE
ktm_105,This is a photo of a temple under construction in a market area. The temple is made of brick and has scaffolding around it. The market area has stalls with colorful items for sale. The sky is blue and there are birds flying in the background.,TRUE,FALSE,FALSE
ktm_106,This is a photo of two temples under construction. The temple on the left is larger and has a golden dome on top. The temple on the right is smaller and has a wooden roof. The scaffolding is made of bamboo and covers the entire temple. The sky is blue and there are no clouds. The photo was taken during the day. ,TRUE,FALSE,FALSE
ktm_107,"This is a photo of a temple complex in Nepal with multiple pagodas and other traditional buildings. The buildings are made of brick and wood and have intricate carvings. The sky is blue and there are a few people visible in the photo. The photo was taken from a distance, so the details of the buildings are not very clear.",TRUE,FALSE,FALSE
ktm_108,This is a photo of a temple complex at night with people walking around and lights illuminating the buildings. The temple complex has multiple buildings with traditional Nepali architecture. The buildings are illuminated with lights. People are walking around the temple complex.,TRUE,FALSE,FALSE
ktm_109,This is a photo of a temple in a busy square with people walking around and a bicycle in the foreground. temple in a busy square with people walking around and a bicycle in the foreground,TRUE,FALSE,FALSE
ktm_110,the image appears to be of a multi-tiered temple under construction. The temple is made of brick and wood and is covered in scaffolding. The photo was taken on a sunny day with a blue sky and white clouds in the background. There is a tree on the left side of the photo and a street lamp on the right side.,TRUE,FALSE,FALSE
ktm_111,This is a photo of a temple in Nepal with a tree in the background. The temple is made of wood and has intricate carvings. The temple has multiple tiers and a pointed roof. The tree in the background is tall and has orange leaves. The sky is a bright blue and the photo was taken at sunset,TRUE,FALSE,FALSE
ktm_112,This is a photo of a temple complex in Nepal with people walking around. The temple complex has multiple buildings with traditional Nepali architecture. The buildings have multiple tiers and are made of brick and wood. The photo is taken during the day and the sky is clear.,TRUE,FALSE,FALSE
ktm_113,This is a photo of a temple in Nepal with a blue sky in the background. The temple is made of stone and has intricate carvings. The temple has a dome-like structure on top. The sky is blue and there are people walking around the temple. There are other buildings in the background,TRUE,FALSE,FALSE
ktm_114,"This is a photo of a temple’s wooden pillars and brick walls in Nepal. The pillars are intricately carved with designs and patterns. The brick walls have small alcoves with statues in them. The photo is taken from a low angle, looking up at the pillars and walls.",TRUE,FALSE,FALSE
ktm_115,photo of an ornate black door with intricate carvings on a red brick building. The door is made of wood and has a metal lattice covering it. The door is flanked by two columns with intricate carvings. Above the door is a pediment with a carving of a deity. The building is made of red brick and has a white cornice,TRUE,FALSE,FALSE
ktm_116,"This is a photo of a courtyard with traditional Nepali architecture and a clear blue sky. The courtyard is surrounded by wooden buildings with intricate carvings. The buildings have multiple levels and balconies. The photo is taken from a low angle, looking up at the buildings and sky. ",TRUE,FALSE,FALSE
ktm_117,This is a photo-realistic image of an ancient stone wall with intricate carvings. The wall is made of red bricks and has a row of small windows at the top. The carvings are of various figures and animals. The wall is located on a street with a sidewalk in the foreground.,TRUE,FALSE,FALSE
ktm_118,This is a photo of a traditional Nepali temple with intricate wood carvings. The temple is made of brick and wood. The wood carvings are in black and cover the entire facade of the temple. The temple has two small windows on the top and two larger windows on the bottom. The temple has a small red flag on the top.,TRUE,FALSE,FALSE
ktm_119,"This is a photo of a temple square in Nepal with traditional architecture and many people. The square is filled with people, some in traditional clothing. The architecture is traditional Nepali with wooden structures and pagoda-like roofs. The sky is cloudy and the photo is taken during the day. The photo is taken from a slightly elevated angle.",TRUE,FALSE,FALSE
ktm_120,This is a photo of a temple in a busy city with people and buildings in the background. The temple is a two-story structure with a pagoda roof and a spire on top. The temple is made of brick and wood and is decorated with gold and red accents. The temple is surrounded by people and buildings. The background consists of a blue sky and multi-story buildings.,TRUE,FALSE,FALSE
ktm_121,This is a photo of a cathedral under construction with scaffolding and tourists walking around . The cathedral is in the background with scaffolding covering the front and side. The sky is blue and clear. The foreground consists of tourists walking around and a cobblestone street. The photo is taken from a low angle ,TRUE,FALSE,FALSE
ktm_122,This is a photo of a temple and market in Nepal. The temple is a traditional Nepali style with a tiered roof and ornate decorations. The market is in the foreground with stalls selling clothes and other items. There are motorcycles parked in front of the market. The sky is blue and the weather appears to be warm.,TRUE,FALSE,FALSE
ktm_123,This is a photo of a temple complex in Nepal with traditional architecture and a signboard. The temple complex has traditional Nepali architecture with multiple tiers and red roofs. There is a signboard in the foreground with information about the temple. There are people sitting on the steps of the temple. The sky is overcast and there are trees in the background. The signboard is likely to contain useful information about the temple.,TRUE,FALSE,FALSE
ktm_124,This is a photo of a temple with a flock of birds flying above it. The temple is a multi-tiered pagoda style with a pointed roof. The temple is made of wood and has intricate carvings on it. The temple is surrounded by other buildings and trees. The sky is blue and the photo is taken during the day.,TRUE,FALSE,FALSE
ktm_125,This is an image of an old temple in Nepal with intricate wood carvings on its walls and roof. The temple is made of brick and wood. There are people walking around the temple. There are trees in the background.,TRUE,FALSE,FALSE
ktm_126,"This is a close-up photo of a colorful and ornate mask with a large nose and sharp teeth. The mask is predominantly red and gold in color, with white cloth tied around the eyes and red flowers on the nose. The background is blurred and indistinguishable. ",TRUE,FALSE,FALSE
ktm_127,This is a photo of a white building under construction with scaffolding and green netting. The building has a classical design with columns and a pediment. There is a pile of rubble in front of the building. The photo was taken at dusk.,TRUE,FALSE,FALSE
ktm_128,This is a photo of a temple complex with traditional Nepali architecture. The temple complex has multiple buildings with red roofs and white walls. The buildings have intricate wood carvings on the walls and roofs. The sky is blue with white clouds.,TRUE,FALSE,FALSE
ktm_129,This is a photo of a traditional Nepali temple located in a city setting. The temple is made of wood and brick and has multiple tiers. The temple is situated on a street corner with other buildings visible in the background. The sky is overcast and the street is empty.,TRUE,FALSE,FALSE
ktm_130,This is a photo of a group of people walking in front of a large white building with columns. The building is a neoclassical style with a pediment and columns . The people are walking on a sidewalk and there is a bicyclist in the background. The photo is taken from a low angle and the sky is visible in the background.,TRUE,FALSE,FALSE
ktm_131,This is a photo of a large white building with columns and arches in the front. The building has a red roof and is two stories tall. The building is in a courtyard with a fountain in the foreground. There are people walking in the courtyard. The sky is blue with white clouds,TRUE,FALSE,FALSE
ktm_132,This is a photo of a traditional Nepali temple with intricate wood carvings. The temple is made of red brick and has a sloping roof. The wood carvings are on the pillars and the roof. The pillars are carved with figures of gods and goddesses. The roof is carved with floral patterns.,TRUE,FALSE,FALSE
ktm_133,"This is a photo of a busy street in Nepal with people and pigeons. The street is lined with traditional Nepali buildings. There are many people walking on the street and pigeons on the ground. The sky is blue and the sun is setting, casting a warm glow on the buildings.",TRUE,FALSE,FALSE
ktm_134,This is a photo of a market square in Nepal with vendors selling goods and people walking around. The square is made of red brick and is surrounded by buildings. The buildings are white and red in color and have multiple stories. The sky is overcast. ,TRUE,FALSE,FALSE
ktm_135,"This is a photo of a temple complex in Nepal. The temple complex has multiple pagoda style temples and shrines. The temples and shrines are decorated with red and gold banners. The photo was taken from a high angle, looking down on the temple complex. The sky is blue and there are a few clouds in the sky. ",TRUE,FALSE,FALSE
ktm_136,This is a photo of a Hindu shrine with multiple statues and offerings. The shrine is located in a room with a concrete floor and walls. The main statue is of a deity with multiple arms and a crown of flowers. The statue is decorated with red and yellow flowers and a red cloth. There are two smaller statues on either side of the main statue. There is a brass bowl with offerings in front of the main statue. There is a stone pillar with a small statue on top in front of the main statue.,TRUE,FALSE,FALSE
ktm_137,This is a photo of a traditional Nepali temple with a tiered roof and intricate woodwork. The temple is made of brick and wood and has a red roof. The temple is surrounded by a brick wall and has a set of stairs leading up to it. There are people walking around the temple and a blue sky in the background.,TRUE,FALSE,FALSE
ktm_138,This is a photo of a large white temple with a crowd of people in front of it. The temple has a large number of columns and a pediment on top. The sky is blue with white clouds. The crowd of people is colorful and diverse. There is a red and gold chariot in the foreground. ,TRUE,FALSE,FALSE
ktm_139,This is an aerial view of a city with traditional architecture and a mountainous background. The buildings have red roofs and white walls. The city is densely populated with buildings of varying heights. There are people walking on the streets and a temple in the foreground. The background consists of a mountain range and a clear blue sky.,TRUE,FALSE,FALSE
ktm_140,"This is a photo of a temple complex at night with lights illuminating the structures. The temple complex is made up of multiple structures with traditional Nepali architecture. The structures are illuminated by lights, creating a warm glow. The photo is taken from a low angle, looking up at the structures. The background is a dark blue sky.",TRUE,FALSE,FALSE
ktm_141,"This is a photo of a large, colorful statue of a deity in a temple. The statue is red and gold in color and has multiple arms and a large head with a crown. The statue is decorated with orange and yellow flowers and garlands. Two people are praying in front of the statue. The temple is made of stone and has intricate carvings on the walls and pillars.",FALSE,TRUE,FALSE
ktm_142,This is a photo of a temple complex in Nepal with pigeons scattered around the courtyard. The temple complex has a large courtyard with a stupa in the center and a smaller temple to the right. The complex is surrounded by buildings and trees. The sky is blue with white clouds.,FALSE,TRUE,FALSE
ktm_143,This is an image of a temple under construction with scaffolding and a blue sky. The temple is a multi-tiered structure with a pointed roof and intricate carvings on the walls. The foreground has a row of colorful flags,FALSE,TRUE,FALSE
ktm_144,"This is a photo of a person walking in front of a large, illuminated building at night. The building is white and has multiple columns and windows. The person is walking on a wet street, which reflects the light from the building. The photo is taken from a low angle, making the building appear larger.",FALSE,TRUE,FALSE
ktm_145,This is a photo of a temple in Nepal with a red entrance and a tall pagoda-like structure in the background. The entrance has two statues of lions painted in bright colors. The temple is set against a blue sky with white clouds.,FALSE,TRUE,FALSE
ktm_146,This is a photo of a stone pillar with intricate carvings of animals and patterns. The animals appear to be elephants and lions. The pillar is weathered and has cracks and chips in it. The background is blurred and appears to be a brick wall.,FALSE,TRUE,FALSE
ktm_147,This is an image of a white temple with columns and a cloudy sky in the background. The temple has a large white facade with columns and a pediment. The temple is located on a raised platform with stairs leading up to it. There are people walking around the temple,FALSE,TRUE,FALSE
ktm_148,This is a photo of a white building under construction with a blue sky in the background. The building has a classical architectural style with columns and a pediment. The building is covered in white plaster and has a blue sky in the background. The foreground of the photo shows construction materials and debris. The photo appears to be taken from a street level perspective.,FALSE,TRUE,FALSE
ktm_149,This is an image of a large bell hanging from a red roof with pillars. The roof is curved and has a traditional design. The pillars are made of stone and have a square base. The background is a blue sky with clouds.,FALSE,TRUE,FALSE
ktm_150,This is a photo of a statue of a Hindu deity in a temple courtyard. The statue is made of stone and is decorated with flowers and offerings. The deity is standing on a pedestal with a snake coiled around it. The deity has four arms and is holding various objects in each hand. The face of the deity is blurred out.,FALSE,TRUE,FALSE
ktm_151,This is a photo of a wooden temple in Nepal with a crowd of people in front of it. The temple has a sloping roof decorated with gold ornaments and statues. The temple is surrounded by buildings.,FALSE,TRUE,FALSE
ktm_152,This is a photo of a temple in Nepal with a bell and a conch shell on a pedestal. The temple is made of wood and stone and is located in a city with other buildings and a red temple gate in the background. The photo was taken during the day,FALSE,TRUE,FALSE
ktm_153,"This is a photo of a temple with a tiered roof and red decorations. The temple has a pointed roof with a golden spire on top. The temple has three tiers, each with red decorations. The temple is in a city setting with buildings in the background. The sky is a pinkish hue, suggesting that the photo was taken at sunrise or sunset. The temple’s design is a blend of traditional Thai and Chinese architectural styles, with a three-tiered roof and intricate gold and red decorations. ",FALSE,TRUE,FALSE
ktm_154,This is a photo of a temple complex in Nepal with a dome and a pagoda style roof. The temple complex is made of brick and stone. There are people and motorcycles in the foreground. The sky is blue and the trees are green.,FALSE,TRUE,FALSE
ktm_155,This is a photo of a colorful temple in Nepal with intricate details and decorations . The temple is two stories tall and has a pagoda style roof . The temple is decorated with colorful details and intricate carvings . The temple has a red and blue entrance gate with golden statues on either side . The temple is located on a busy street with other buildings in the background,FALSE,TRUE,FALSE
ktm_156,This is a photo of a brick wall with a carved wooden window in the center. The brick wall is made of red bricks and has a black roof. The window is carved with intricate designs and has a small statue in the center. The background consists of a blurred sign and a wire fence.,FALSE,TRUE,FALSE
ktm_157,"This is a photo of a stone statue of a deity with multiple arms and a mask on its face. The statue is located in a temple in Nepal. The deity is holding various objects in its hands, including a sword and a snake. The statue is carved from stone and is highly detailed. The background consists of a brick wall and wooden carvings.",FALSE,TRUE,FALSE
ktm_158,This is a photo of a busy square in front of a white building with a blue sky and clouds in the background. The square is bustling with people walking and sitting around. There is a tower under construction on the right side of the photo. The ground is covered in sand and there are vendors selling items on the left side of the photo.,FALSE,TRUE,FALSE
ktm_159,This is a photo of a temple complex in Nepal. The complex consists of two main structures with tiered roofs and intricate woodwork. The temple complex is surrounded by other buildings and a courtyard. People are walking around and admiring the architecture. The sky is cloudy and the photo is taken during the day.,FALSE,TRUE,FALSE
ktm_160,This is a photo of a temple at night with a car and motorcycle parked in front. The temple is a multi-tiered pagoda style with a pointed roof. The temple is lit up with blue lights. The car and motorcycle are parked on a brick street. The background consists of other buildings and a clear sky. ,FALSE,TRUE,FALSE
ktm_161,The image  is a photo of a long white building with wooden supports on the exterior. The building has two stories and a balcony on the second story. The supports are diagonal and cross each other. The building is in a busy area with people walking by. The sky is blue and there are trees in the background.,FALSE,TRUE,FALSE
ktm_162,"This is a photo of a temple in Nepal with people sitting on the steps. The temple is a tall, multi-tiered structure with a golden spire on top. People are sitting on the steps of the temple. The temple is made of brick and has intricate carvings. The sky is blue and there are a few clouds in the sky. ",FALSE,TRUE,FALSE
ktm_163,This is a photo of a temple complex in Nepal with multiple pagoda style temples and people walking around. The photo is taken from a high vantage point and shows the temples made of brick and wood with multiple tiers. The sky is blue and there are mountains in the background.,FALSE,TRUE,FALSE
ktm_164,This is a photo of a multi-tiered pagoda-style temple in Nepal with a market in the foreground. The temple is made of brick and wood and is in the process of being restored. The market is selling colorful clothing and accessories. The foreground is filled with motorbikes and people.,FALSE,TRUE,FALSE
ktm_165,This is a photo of a temple complex in Nepal with a large number of pigeons and a cow in the foreground. The temple complex consists of multiple pagoda style temples with tiered roofs. The temples are made of wood and brick and are ornately decorated. The foreground of the photo is filled with a large number of pigeons and a cow. The background of the photo is a clear blue sky.,FALSE,TRUE,FALSE
ktm_166,"This is a photo of a temple under construction with scaffolding around it during sunset. The temple is a multi-tiered structure with a pointed roof. The scaffolding is made of bamboo and covers the entire temple. The sky is a gradient of orange and blue, indicating that the photo was taken during sunset. The foreground consists of smaller temples and shrines.",FALSE,TRUE,FALSE
ktm_167,"This is a photo of a temple under construction with scaffolding and a statue in the foreground. The temple is a large, ornate structure with multiple levels and spires. The scaffolding is made of bamboo and covers the entire temple. The statue in the foreground is of a bird on a pedestal. The sky is blue and the photo is taken during the day.",FALSE,TRUE,FALSE
ktm_168,This is a photo of a traditional Nepali temple with a tiered roof and intricate wood carvings . The temple is made of brick and wood . The roof is tiered and has a pagoda-like structure . The wood carvings are intricate and depict various figures and designs . The temple is surrounded by trees and the sky is visible in the background.,FALSE,TRUE,FALSE
ktm_169,"This is a photo of a temple complex in Nepal with multiple pagoda style temples and a blue sky. The main temple is designed in pagoda style and has a gilded roof, four sides covered in silver. The two-storeyed roof is made from copper, while the pinnacle is covered with gold and richly decorated with exquisite wood carvings. The roofs are multi-tiered and made of wood. The image also shows people and vendors in the foreground.",FALSE,TRUE,FALSE
ktm_170,This is a photo of a busy square with a temple under construction and a blue sky with white clouds . The temple is covered in green scaffolding and is the tallest structure in the photo . The square is filled with people and vendors selling goods . The buildings surrounding the square are white and red in color.,FALSE,FALSE,TRUE
ktm_171,"This is a photo of a temple complex in Nepal with multiple pagoda style temples and a blue sky. The temple complex has multiple pagoda style temples with tiered roofs. The temples are made of brick and have intricate carvings. The sky is blue and there is a bird flying in the background. There are people visible in the photo, but their identities are blurred. ",FALSE,FALSE,TRUE
ktm_172,This is a photo of a temple under construction with scaffolding around it. The temple is a multi-tiered structure with a pointed roof. The temple is made of brick and has multiple levels. The scaffolding is made of bamboo and covers the entire temple. The sky is a deep blue and the photo is taken at sunset.,FALSE,FALSE,TRUE
ktm_173,This is a photo of a temple tower with intricate woodwork and carvings against a blue sky. The tower is made of wood and has a sloping roof with a bell hanging from it. ,FALSE,FALSE,TRUE
ktm_174,This is a photo of a temple complex in Nepal with people visiting and exploring the area. The temple complex has multiple buildings with intricate designs and carvings. The buildings have a mix of pagoda and shikhara style architecture. The temple complex is made of brick and wood. People are seen visiting and exploring the area,FALSE,FALSE,TRUE
ktm_175,This is a photo of a temple gate in Nepal. The gate is made of wood and has intricate carvings. There is a clock on the gate and a poster with Nepali writing. The gate is partially covered by a blue metal fence. The background consists of a brick building and trees.,FALSE,FALSE,TRUE
ktm_176,"This is a photo of a black temple facade with intricate carvings and red curtains visible through the windows. The photo is taken from a low angle, looking up at the facade. ",FALSE,FALSE,TRUE
ktm_177,"This is a photo of a market in front of a traditional building in Nepal. The building is white with black windows and a red roof. The market is filled with various items such as clothes, bags, and jewelry. People can be seen walking around and browsing the market. The sky is blue and the weather appears to be sunny. ",FALSE,FALSE,TRUE
ktm_178,This is a photo of a temple under construction with scaffolding and people walking around. The temple is made of brick and wood and has multiple levels. The foreground consists of people walking around and a man sitting on a bench. The photo is taken from a low angle and the sky is visible in the background.,FALSE,FALSE,TRUE
ktm_179,This is a photo of a multi-tiered pagoda-style temple in Nepal with people walking around it. The temple has a wooden roof and is located in the center of the photo with buildings on either side. The photo is taken from a low angle looking up at the temple. The people are blurred and indistinct.,FALSE,FALSE,TRUE
ktm_180,This is a photo of a temple complex in Nepal. The foreground consists of a tall pillar with a statue on top. The background consists of traditional Nepali architecture with a temple and other buildings. The sky is blue with white clouds. There are birds flying in the background.,FALSE,FALSE,TRUE
ktm_181,"This is a photo of a temple complex at night with lights and a tall pillar. The temple complex is lit up with red and white lights. There is a tall pillar in the center of the photo. The temple complex is made up of multiple buildings with traditional Nepali architecture. The photo is taken from a low angle, looking up at the temple complex.",FALSE,FALSE,TRUE
ktm_182,"This is a photo of a temple roof with a tree in the background. The temple is made of wood and has intricate carvings. The roof is curved and has multiple tiers. The tree in the background is tall and has orange leaves. The sky is a light blue color. The image can be used to train a model to recognize temple roofs with curved, multi-tiered structures and intricate carvings. The tree in the background can be used to train the model to recognize trees with orange leaves.",FALSE,FALSE,TRUE
ktm_183, the image appears to be a photo of a temple with multiple tiers and a blue sky with clouds in the background. The temple is made of brick and has intricate designs on it. It has multiple tiers with a spire on top. The sky is blue with white clouds.,FALSE,FALSE,TRUE
ktm_184,This is a photo of a two-story temple in Nepal with a red roof and intricate carvings on the walls. The temple is surrounded by other buildings and trees. There are two stone lions at the entrance of the temple. People are walking around the temple and some are sitting on the steps.,FALSE,FALSE,TRUE
ktm_185,This is a photo of the top of a temple in Nepal. The temple is made of brick and has a pagoda style roof with a golden finial on top. The sky is blue and the temple is in the shade. This image can be used to train a model to recognize the architecture of Nepalese temples.,FALSE,FALSE,TRUE
