छवि_नाम, अनुच्छेद, ट्रेन, परीक्षण, val,,,,,,,,,
 patan_194, इँटा र काठले बनेका भवनहरूमा ढिलो छानाहरू छन् जसले वास्तुकलाको आकर्षण थप्छ। मानिसहरू वरिपरि हिंडिरहेका र अग्रभूमिमा परेवाहरू उड्दै गर्दा दृश्यलाई जीवन्त बनाइएको छ। पृष्ठभूमिमा सफा नीलो आकाशले हलचल मन्दिर परिसरलाई शान्त पृष्ठभूमि प्रदान गर्दछ।,FALSE,FALSE,TRUE,,,,,,,,,
 patan_195,इँटाले बनेका भवनहरू धेरै तहमा अग्लो छन्। अग्रभूमिमा उडिरहेको परेवासँग दृश्यलाई जीवन्त बनाइएको छ। पृष्ठभूमिमा सफा नीलो आकाशले हलचल मन्दिर परिसरलाई शान्त पृष्ठभूमि प्रदान गर्दछ।,FALSE,FALSE,TRUE,,,,,,,,,
 patan_196," कालो ढुङ्गाले बनेको मन्दिर माथि सुनको मुर्तिले सजिएको छ । मन्दिरको वरिपरि जम्मा भएका मानिसहरू, कोही सिँढीहरूमा बसेर दृश्यलाई जीवन्त बनाइन्छ। पृष्ठभूमिमा सफा नीलो आकाशले हलचल मन्दिर परिसरलाई शान्त पृष्ठभूमि प्रदान गर्दछ",FALSE,FALSE,TRUE,,,,,,,,,
 patan_197," इट्टा र काठले बनेका मन्दिरहरू जटिल नक्काशीले सजिएका छन्, जसले यस क्षेत्रको समृद्ध सांस्कृतिक सम्पदा झल्काउँछ। ढुङ्गाको मूर्तिहरूले विभिन्न देवताहरूलाई प्रतिनिधित्व गर्दछ, दृश्यमा आध्यात्मिक तत्व थप्छ। कम्प्लेक्स वरपर हिड्ने मानिसहरूको साथ हलचल छ, स्थानीय समुदाय को लागी यसको महत्व को संकेत गर्दछ।",FALSE,FALSE,TRUE,,,,,,,,,
 patan_198,"प्यागोडा शैलीको मन्दिर केन्द्रको स्टेज लिँदै। मन्दिर, यसको रातो छाना र सेतो पर्खालहरु द्वारा विशेषता, यो माथि जाने सिढीहरु संग एक उठेको मञ्च मा स्थित छ। कम्प्लेक्समा पृष्ठभूमिमा अन्य भवनहरू समावेश छन्, सबै समान वास्तुकला प्रदर्शन गर्दै। इट्टाले बनेको जमिन वरिपरि छरिएका भाँडाका बोटबिरुवाहरूले सजिएको छ, दृश्यमा हरियोको स्पर्श थपिएको छ।",FALSE,FALSE,TRUE,,,,,,,,,
 ktm_1, यो काठमाडौं दरबार स्क्वायरमा रहेको कालखैरवको मुर्ति हो । मूर्ति कालो रंगको छ। मूर्तिमा ठूला आँखा र दाँत छन्। मूर्तिको छ हात छ। मुकुट रातो र पहेंलो रंगको हुन्छ। त्यसको अगाडी भक्तजनहरु पूजा गरिरहेका छन् ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_2, यो तस्बिर काठमाडौं दरबार स्क्वायरमा रहेको कालखैरवको मुर्ति हो । मूर्ति कालो र पहेंलो रंगको छ। मूर्ति ढुङ्गाले बनेको छ । मूर्तिमा ठूला आँखा र दाँत छन्। मुर्तिमा रंगीबिरंगी रंग छ । भक्तजनले मूर्तिको पूजा गरिरहेका छन् ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_3,काठमाडौं दरबार स्क्वायरमा रहेको कालखैरवको मूर्तिको छेउको दृश्य। मूर्ति कालो रङको छ भने पहिरन पहेँलो रङको छ । मूर्तिले एक हातमा तरवार समातेको छ । मूर्तिमा ठूला आँखा र दाँत छन्। मूर्तिको छ हात छ। मुकुट रातो र पहेंलो रंगको हुन्छ। मूर्तिको खुट्टामा शैतानको मूर्ति राखिएको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_4," काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको अगाडिको दृष्य यस्तो छ, मूर्ति कालो रङको छ । मूर्तिको छ हात छ। मूर्तिले एक हातमा तरवार समातेको छ । सिंहका दुई वटा मुर्ति दुवैतिर छन् यो मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_5, यो कालभैरवको मूर्ति हो। मूर्ति गाढा कालो रंगको छ। मूर्तिको छ हात छ। एउटा हातमा तरवार छ। मूर्तिका ठूला आँखा र दाँत छन्। गहना पहेँलो रङका छन्। भुइँमा शैतानको मूर्ति छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_6,यो काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको मूर्ति हो । मूर्तिको छ हात छ। मूर्तिले एक हातमा तरवार समातेको छ । त्यसको अगाडि धेरै भक्तजन पूजा गरिरहेका छन् । मूर्तिमा तीन शीर्ष मूर्तिहरू छन्। मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_7," यो कालभैरव, काठमाडौं दरबार स्क्वायरको छेउको दृश्य हो। मूर्तिको अगाडि सिंहको टाउकोको मूर्ति छ। मूर्तिमा धेरै हातमा हतियारहरू छन्। आकाश सेतो छ। मूर्तिका गहनाहरू पहेँलो रङका हुन्छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_8, यो कालभैरवको मूर्ति हो। मूर्ति गाढा कालो रंगको छ। मूर्तिका धेरै हात छन्। एउटा हातमा तरवार छ। मूर्तिका ठूला आँखा र दाँत छन्। गहना पहेँलो रङका छन्। भुइँमा शैतानको मूर्ति छ। मूर्ति अगाडी भक्तजनहरु पूजा गर्दैछन् । मूर्तिको अगाडि सिंहको मूर्ति छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_9,यो काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको तस्बिर हो । मूर्तिमा विभिन्न हातमा विभिन्न हतियारहरू छन्। तेह मूर्तिले एक हातमा तरवार बोकेको छ। मूर्ति गाढा कालो रंगको छ। गहना पहेंलो रङको हुन्छ। त्यसको अगाडी भक्तजनहरु पूजा गरिरहेका छन् ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_10, यो काठमाडौं दरबार स्क्वायरको कालभैरवको तस्बिर हो। मूर्तिको अगाडि दुईवटा सिंहको मूर्ति राखिएको छ । मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ। मूर्ति कालो र रातो रंगको छ। मूर्तिको देब्रेपट्टि एउटा सानो घण्टी झुण्डिएको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_11, यो कालभैरवको मूर्ति हो। मूर्ति गाढा कालो रंगको छ। गहनाहरू पहेंलो र रातो रंगका हुन्छन्। मूर्तिमा ठूला आँखा र दाँत छन्। मूर्तिमा विभिन्न हातमा विभिन्न हतियारहरू छन्। मुकुट अद्वितीय छ। मुकुट रातो र पहेंलो रङको हुन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_12,"यो कालभैरवको मूर्ति हो। मूर्ति कालो रंगको छ, मुकुट र गहना पहेंलो र रातो रंगको छ। मूर्तिमा ठूला आँखा र दाँत छन्। मुकुटमा केही अनुहार जस्तै डिजाइनहरू छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_13, यो काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको तस्बिर हो। मूर्तिमा विभिन्न हातमा विभिन्न हतियारहरू छन्। तेह मूर्तिले एक हातमा तरवार बोकेको छ। मूर्ति गाढा कालो रंगको छ। गहना पहेंलो रङको हुन्छ। त्यसको अगाडी भक्तजनहरु पूजा गरिरहेका छन् । मूर्तिको अगाडि केही घण्टीहरू झुण्डिएका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_14, यो काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको मुर्ति हो । मूर्ति गाढा कालो रंगको छ। भक्तजनहरु मूर्तिको अगाडि पूजा गर्दैछन् । मूर्तिमा ठूला आँखा र दाँत छन्। गहना र मुकुट रातो र पहेंलो रङको हुन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_15,यो काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको तस्बिर हो । मूर्तिको अगाडि दुईवटा सिंहको मुर्ति राखिएको छ । मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ। मूर्तिको शीर्षमा केही चराहरू बसिरहेका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_16, यो काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको मूर्ति हो । मूर्तिको छ हात छ। मूर्तिले एक हातमा तरवार समातेको छ । त्यसको अगाडि धेरै भक्तजन पूजा गरिरहेका छन् । मूर्तिको अगाडि लिन्सका दुईवटा मूर्तिहरू छन्। दाहिने छेउमा एउटा सानो घण्टी झुण्डिएको छ। मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_17, यो कालभैरवको मूर्ति हो। मूर्तिमा विभिन्न हातमा विभिन्न हतियारहरू छन्। मूर्तिले एक हातमा तरवार समातेको छ । मूर्तिमा साना तीन शीर्ष मूर्तिहरू छन्। मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ। तेरे मुर्तिको अगाडि दुईवटा सिंहका मुर्ति छन् ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_18,यो काठमाडौं दरबार स्क्वायरमा रहेको कालभैरवको मूर्ति हो । मूर्तिको अगाडि दुईवटा सिंहको मूर्ति बसेको देखिन्छ । मूर्ति कालो रङ्गको छ भने गहना पहेँलो रङ्गको छ । मूर्तिमा ठूला आँखा र दाँत छन्। मूर्तिको छ हात छ। मूर्तिले एक हातमा तरवार समातेको छ । त्यसको अगाडि धेरै भक्तजन पूजा गरिरहेका छन् । मूर्तिमा तीन शीर्ष मूर्तिहरू छन्। मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_19," यो कालभैरव, काठमाडौं दरबार स्क्वायरको छेउको दृश्य हो। मूर्तिको अगाडि सिंहको टाउकोको मूर्ति छ। मूर्तिमा धेरै हातमा हतियारहरू छन्। आकाश सेतो छ। मूर्तिका गहनाहरू पहेँलो रङका हुन्छन्। मूर्ति केही मन्दिर र भवनहरूले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_20,"यो काठमाडौं दरबार स्क्वायरको कालभैरवको मूर्ति हो। मूर्तिको अगाडि सिंहको टाउकोको मूर्ति छ। मूर्तिमा धेरै हातमा हतियारहरू छन्। आकाश सेतो छ। मूर्तिका गहनाहरू पहेँलो रङका हुन्छन्। मुकुट पहेंलो रङको छ, यसमा धेरै मूर्तिकलाहरू लालसा छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_21," यो तलेजु मन्दिर, काठमाडौं हो। मन्दिर केन्द्रमा छ। मन्दिर केही मन्दिर र स्मारकहरूले घेरिएको छ। मन्दिर रातो रङको छ। मन्दिरमा तीन टायर अष्टकोनी छत छ। मन्दिर शिखर शैलीमा बनेको छ । मन्दिरको शीर्षमा सुनको मूर्ति छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_22, यो तलेजु मन्दिर काठमाडौंको तस्बिर हो। मन्दिर मुख्यतया काठले बनेको छ र धेरै कथाहरू छन्। यो रातो रङ छ। मन्दिरको अगाडि दुईवटा हात्तीको मुर्ति छ । छत रातो रङको छ। मन्दिर केन्द्रमा छ र भवन र मन्दिरले घेरिएको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_23,"यो तलेजु मन्दिर, काठमाडौं हो। मन्दिर केन्द्रमा छ। मन्दिर रातो रङको छ। मन्दिरमा तीन टायर अष्टकोनी छत छ। मन्दिर शिखर शैलीमा बनेको छ । मन्दिरको शीर्षमा सुनको मूर्ति छ। मन्दिर रातो रङको छ। झ्यालहरू सुनौलो र कालो रंगका छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_24," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। मन्दिरमा धेरै टायरहरू छन्। मन्दिर काठले बनेको छ। काठ कालो र सुनौलो रंगको हुन्छ। मन्दिर रातो रङको छ। आकाश सफा र निलो छ। काठमा थोरै मूर्तिहरू तृष्णा छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_25, यो तलेजु मन्दिर काठमाडौंको तस्बिर हो । मन्दिर मुख्यतया काठले बनेको छ र धेरै कथाहरू छन्। मन्दिर रातो रङको छ। मन्दिरको शीर्षमा सुनको मूर्ति छ। मन्दिर केन्द्रमा छ र यसको अगाडि भवनहरू र मन्दिरहरू छन्। वरिपरि थोरै मानिसहरू उभिरहेका छन्। आकाश सफा र निलो छ।,TRUE,FALSE,FALSE,,,,,,,,,
 ktm_26,"यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। मन्दिरमा धेरै टायरहरू छन्। मन्दिर काठले बनेको छ। काठ कालो र सुनौलो रंगको हुन्छ। मन्दिर रातो रङको छ। आकाश सफा र निलो छ। काठमा थोरै मूर्तिहरू तृष्णा छन्। पृष्ठभूमिमा केही हरियो रुख र सेतो रंगको भवन पनि देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_27," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायरको छवि हो। मन्दिरमा ३ वटा छाना छन् । छत पहेंलो रङको छ। मन्दिरको शीर्षमा एउटा सानो सुनको मूर्ति छ। मन्दिर वरपर धेरै समान मन्दिरहरू छन्। मन्दिर रातो रङको छ। जङ्गल कालो रंगको हुन्छ । आकाश सफा र निलो छ। मन्दिर वरिपरि थोरै हरियो घाँस र झाडीहरू छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_28," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। मन्दिर रातो छ। तीनवटा रूपहरू काठको बारहरूद्वारा समर्थित छन्। काठको बारहरूमा विभिन्न देवता र देवीका मूर्तिहरू कोरिएका छन्। काठको बारहरू कालो र सुनौलो रंगका हुन्छन्। झ्यालहरू सुनौलो रंगका छन्। छतको छेउमा एउटा आयताकार झुण्डिएको प्लेट छ",TRUE,FALSE,FALSE,,,,,,,,,
ktm_29," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायरको फोटो हो। मन्दिर कालो र रातो रङको छ। मन्दिर तीन तलाको छ। एउटा सानो सुनको मूर्ति शीर्षमा छ। मन्दिरको वरिपरि केही साना मन्दिरहरू जस्तै स्मारकहरू छन्। मन्दिरको ढोकामा चढ्न धेरै सीढीहरू छन्। आकाश कतै बादल र नीलो छ। पृष्ठभूमिमा केही मन्दिर र भवनहरू छन्। पछाडिपट्टि पनि थोरै रूखहरू छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_30," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो सुनको छाना भएको नेपालको बहु-टायर प्यागोडा शैलीको मन्दिरको फोटो हो। मन्दिर इँटाले बनेको छ र यसमा पुग्ने ठूलो सिँढी छ। मन्दिर अन्य भवन र संरचनाले घेरिएको छ। तस्बिर टाढाबाट लिइएको थियो, त्यसैले मन्दिर छविको मुख्य फोकस हो।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_31,"यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर को तस्वीर हो। यो पृष्ठभूमिमा निलो आकाश भएको नेपालको मन्दिरको फोटो हो। मन्दिर इट्टाले बनेको छ र धेरै तहहरू छन्। मन्दिरको छाना छ र भित्ताहरूमा जटिल विवरणहरू छन्। आकाश निलो छ र पृष्ठभूमिमा केही बादलहरू छन्। मन्दिर अन्य भवन र संरचनाले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_32," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो नेपालको काठको मन्दिरको टुप्पोको तस्बिर हो जसमा सुनको टुक्रा र जटिल विवरणहरू छन्। स्पायर बहु-स्तरीय छ र हरियो छाना छ। मन्दिर रुखहरूले घेरिएको छ र पृष्ठभूमिमा आकाश देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_33,"यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर को तस्वीर हो। यो पृष्ठभूमिमा निलो आकाश भएको नेपालको मन्दिरको फोटो हो। मन्दिर इट्टाले बनेको छ र धेरै तहहरू छन्। मन्दिरको छाना छ र भित्ताहरूमा जटिल विवरणहरू छन्। आकाश निलो छ र पृष्ठभूमिमा केही बादलहरू छन्। मन्दिर अन्य भवन र संरचनाले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_34,"यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो सुनको छाना भएको नेपालको बहु-टायर प्यागोडा शैलीको मन्दिरको फोटो हो। मन्दिर इँटाले बनेको छ र यसमा पुग्ने ठूलो सिँढी छ। मन्दिर अन्य भवन र संरचनाले घेरिएको छ। तस्बिर टाढाबाट लिइएको थियो, त्यसैले मन्दिर छविको मुख्य फोकस हो।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_35," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायरको फोटो हो। यो मचान र कामदारहरू देखिने निर्माणाधीन मन्दिरको फोटो हो। रातो इट्टाले बनेको मन्दिरमा दुईवटा टावर छन्। टावरहरूमा सुनको सजावट छ। मन्दिर चारैतिर मचानले घेरिएको छ र त्यहाँ कामदारहरू देखिन्छन्। पृष्ठभूमिमा आकाश देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_36," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो सुनको छाना भएको नेपालको बहु-टायर प्यागोडा शैलीको मन्दिरको फोटो हो। मन्दिर इँटाले बनेको छ र यसमा पुग्ने ठूलो सिँढी छ। मन्दिर अन्य भवन र संरचनाले घेरिएको छ। तस्बिर टाढाबाट लिइएको थियो, त्यसैले मन्दिर छविको मुख्य फोकस हो।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_37,"यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर को तस्वीर हो। यो नेपालमा निर्माणाधीन मन्दिरको तस्बिर हो। रातो इट्टाले बनेको मन्दिरमा दुईवटा टावर छन्। टावरहरूमा सुनको सजावट छ। मन्दिर चारैतिर मचानले घेरिएको छ र त्यहाँ कामदारहरू देखिन्छन्। पृष्ठभूमिमा आकाश देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_38," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो सुनको छाना भएको नेपालको बहु-टायर प्यागोडा शैलीको मन्दिरको फोटो हो। मन्दिर इँटाले बनेको छ र यसमा पुग्ने ठूलो सिँढी छ। मन्दिर अन्य भवन र संरचनाले घेरिएको छ। तस्बिर टाढाबाट लिइएको थियो, त्यसैले मन्दिर छविको मुख्य फोकस हो।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_39," यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायरको फोटो हो। यो निर्माणाधीन मन्दिरको तस्बिर हो जसको वरिपरि मचान छ। रातो इट्टाले बनेको मन्दिरमा दुईवटा टावर छन्। टावरहरूमा सुनको सजावट छ। मन्दिर चारैतिर मचानले घेरिएको छ र त्यहाँ कामदारहरू देखिन्छन्। पृष्ठभूमिमा आकाश देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_40,"यो तलेजु मन्दिर, काठमाडौं दरबार स्क्वायर को तस्वीर हो। यो नेपालको एउटा मन्दिर परिसरको तस्बिर हो। मन्दिर परिसरमा सेतो गुम्बज र काठको प्यागोडा रहेको छ। प्यागोडा जटिल नक्काशीको साथ बहु-स्तरीय संरचना हो। मन्दिर परिसर रातो इट्टाको पर्खालले घेरिएको छ। त्यहाँ भित्तामा बसेर मन्दिर परिसरको वरिपरि घुमिरहेका मानिसहरू छन्। मन्दिर परिसर वरिपरि चराहरू उडिरहेका छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_41," छविले शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर देखाउँछ। यो तस्बिर नेपालको एउटा मन्दिरको हो। मन्दिर रातो इट्टाले बनेको छ र सुनको छाना छ। प्रवेशद्वारमा दुईवटा सिंहको मूर्ति राखिएको छ। मानिसहरू मन्दिर जाने सिँढीहरूमा बसिरहेका छन्। आकाश निलो छ र मन्दिर घामले नुहाएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_42,"छवि शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो नेपालको दुईतले काठको मन्दिर प्यागोडाको छाना भएको तस्बिर हो। मन्दिर अन्य भवन र ठूलो रूखले घेरिएको छ। मन्दिरको वरिपरि र त्यहाँ पुग्ने सिँढीहरूमा मानिसहरू भेला हुन्छन्। मन्दिर अगाडि गाडी पार्किङ गरिएको छ ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_43," चित्र शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर प्रस्तुत गर्दछ। यो नेपालको एउटा मन्दिर परिसरको तस्बिर हो जसमा मानिसहरू घुमिरहेका र वास्तुकलाको प्रशंसा गरिरहेका छन्। मन्दिर परिसरमा परम्परागत नेपाली वास्तुकलाका धेरै भवनहरू छन्। भवनहरू जटिल नक्काशीका साथ ईंट र काठबाट बनेका छन्। निलो आकाशसँगै मौसम रमाइलो भएको देखिन्छ ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_44,"तस्बिर शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायरको हो। यो तस्बिर हो नेपालको एउटा मन्दिरको वरिपरि जम्मा भएका मानिसहरू। मन्दिर रातो छाना र जटिल काठको नक्काशी भएको दुई तले भवन हो। मन्दिरको अगाडि एउटा सानो आँगन छ जहाँ वरिपरि मानिसहरु भेला हुन्छन्। पृष्ठभूमिमा अन्य भवनहरू र सफा नीलो आकाश समावेश छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_45," छविले शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायरलाई चित्रण गर्दछ। यो नेपालको एउटा मन्दिर परिसरको तस्बिर हो। मन्दिर परिसरमा टायर्ड छानासहित धेरै प्यागोडा शैलीका मन्दिरहरू छन्। मन्दिरहरू जटिल नक्काशीका साथ ईंट र काठबाट बनेका छन्। मन्दिर परिसरको वरिपरि मानिसहरु हिंडिरहेका छन्। तस्बिर तल मन्दिर परिसरमा हेरेर, माथिल्लो स्थानबाट लिइएको हो।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_46,"छविले शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर देखाउँछ। यो नेपालको परम्परागत नेपाली वास्तुकला र घुम्न आउने मानिसहरू भएको मन्दिर परिसरको तस्बिर हो। मन्दिर परिसर इट्टा र काठले बनेको छ र प्यागोडा शैलीको छाना छ। मन्दिर परिसर भवन र रूखहरूले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_47," छवि शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो नेपालको एउटा मन्दिर परिसरको तस्बिर हो जसमा मानिसहरू घुमिरहेका र वास्तुकलाको प्रशंसा गरिरहेका छन्। मन्दिर परिसरमा परम्परागत नेपाली वास्तुकलाका धेरै भवनहरू छन्। भवनहरू जटिल नक्काशीका साथ ईंट र काठबाट बनेका छन्। मानिसहरू वरपर हिंड्छन् र वास्तुकलाको प्रशंसा गर्छन्। आकाश निलो छ र मौसम रमाइलो देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_48,"चित्र शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर प्रस्तुत गर्दछ। यो तस्बिर नेपालको एउटा मन्दिरको हो। मन्दिर रातो इट्टाले बनेको छ र रातो छाना छ। मन्दिरको प्रवेशद्वारमा दुईवटा सिंहका मूर्ति छन्। मानिसहरू मन्दिरको वरिपरि घुमिरहेका छन्। मन्दिर अन्य भवनहरूले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_49," छविले शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर देखाउँछ। यो जटिल काठको काम भएको नेपालको रातो मन्दिरको फोटो हो। मन्दिरमा टायर गरिएको छाना छ जसको माथि एउटा सानो मन्दिर छ। मन्दिरको प्रवेशद्वारमा दुईवटा ढुङ्गाको सिंहले सुरक्षा गरेको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_50," यो शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर को छवि हो। यो तस्बिर नेपालको एउटा मन्दिरको हो। मन्दिर रातो इट्टाले बनेको छ र यसमा जटिल नक्काशीहरू छन्। मन्दिरको वरिपरि मानिसहरु जम्मा भएका छन्, कोही सिँढीमा बसिरहेका छन् र कोही उभिरहेका छन्। मन्दिर अन्य भवनहरूले घेरिएको छ र पृष्ठभूमिमा बजार छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_51,"यो शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो भित्ताहरूमा जटिल नक्काशी भएको नेपालको दुई तले मन्दिरको फोटो हो। मन्दिर रातो इट्टाले बनेको छ र सेतो आधार छ। मन्दिर वरिपरि हिँड्ने मानिसहरूले घेरिएको छ। पृष्ठभूमिमा अन्य भवन र रूखहरू समावेश छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_52," छविले शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर देखाउँछ। यो नेपालको एउटा अलंकृत मन्दिरको तस्बिर हो जसको वरिपरि मानिसहरू भेला भएका छन्। इट्टा र काठले बनेको मन्दिरमा जटिल नक्काशी गरिएको छ। मन्दिरमा धेरै तहहरू र शीर्षमा एक स्पायरको साथ ढलान छाना छ। मन्दिर वरिपरि ढुङ्गाका सिँढीहरू भएको आँगनले घेरिएको छ। मन्दिरको प्रवेशद्वारमा दुईवटा ढुङ्गाका सिंह छन्। आकाश निलो छ र रूखहरू हरियो छन्।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_53,"चित्र शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर प्रस्तुत गर्दछ। यो तस्बिर हो नेपालको एउटा मन्दिरको जसको वरिपरि मानिसहरु घुमिरहेका छन्। मन्दिर रातो छाना र भित्ताहरूमा जटिल नक्काशीसहितको दुई तले भवन हो। मन्दिरको प्रवेशद्वारमा दुईवटा सिंहका मूर्ति छन्। मन्दिर पृष्ठभूमिमा भवनहरू भएको व्यस्त क्षेत्रमा अवस्थित छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_54," छवि शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर हो। यो तस्बिर हो नेपालको एउटा मन्दिरको सिढीमा मान्छे बसेको। मन्दिर रातो इट्टाले बनेको छ र भित्ता र छतमा जटिल नक्काशी गरिएको छ। छत माथि सुनौलो मुर्ति छ। मन्दिर अन्य भवन र रूखहरूले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 ktm_55,"यो शिव पार्वती मन्दिर, काठमाडौं दरबार स्क्वायर को छवि हो। यो नेपालको परम्परागत वास्तुकला र मूर्तिकला भएको मन्दिर परिसरको तस्बिर हो। कम्प्लेक्समा मुख्य मन्दिर र साना मन्दिरहरू सहित धेरै भवनहरू छन्। मुख्य मन्दिरको भित्ता र छतमा काठको नक्काशी गरिएको छ। कम्प्लेक्समा ठूलो सिंहको मूर्ति सहित धेरै मूर्तिहरू छन्।",TRUE,FALSE,FALSE,,,,,,,,,
